pair_type,left_id,left_name,right_id,right_name,cpu_socket,cpu_power_w,cooler_supported_sockets,cooler_capacity_w,cooler_type,compatible
cpu_cooler,38,인텔 코어i3-12세대 12100 (엘더레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,38,인텔 코어i3-12세대 12100 (엘더레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,38,인텔 코어i3-12세대 12100 (엘더레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,38,인텔 코어i3-12세대 12100 (엘더레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,38,인텔 코어i3-12세대 12100 (엘더레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),95,잘만 ALPHA II SE A36 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,39,인텔 코어i7-13세대 13700KF (랩터레이크) (벌크 + 쿨러),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,253,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,40,인텔 코어i5-12세대 12400F (엘더레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),95,잘만 ALPHA II SE A36 (블랙),LGA1700,181,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,181,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,181,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,181,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,181,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,41,인텔 코어i5-13세대 13600K (랩터레이크) (벌크 + 쿨러),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,181,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,42,인텔 코어i3-13세대 13100 (랩터레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,89,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,43,인텔 코어i5-12세대 12400 (엘더레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1851,159,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1851,159,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1851,159,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1851,159,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1851,159,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,113,인텔 코어 울트라5 시리즈2 250KF Plus (애로우레이크 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1851,159,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,154,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,154,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
