pair_type,left_id,left_name,right_id,right_name,cpu_socket,cpu_power_w,cooler_supported_sockets,cooler_capacity_w,cooler_type,compatible
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,154,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,154,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,154,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,118,인텔 코어i5-13세대 13500 (랩터레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,154,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,119,인텔 코어i7-12세대 12700 (엘더레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,120,인텔 코어i9-14세대 14900K (랩터레이크 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,253,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,219,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,219,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,219,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,219,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,219,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,121,인텔 코어i7-14세대 14700 (랩터레이크 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,219,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,253,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,122,인텔 코어i7-14세대 14700KF (랩터레이크 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,253,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1851,182,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1851,182,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1851,182,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1851,182,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1851,182,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,123,인텔 코어 울트라9 시리즈2 285 (애로우레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1851,182,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,89,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,124,인텔 코어i3-13세대 13100F (랩터레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,89,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,125,인텔 코어i3-12세대 12100F (엘더레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1700,,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,127,인텔 프로세서 300 (랩터레이크 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1700,,AM4|AM5|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,128,인텔 펜티엄 골드 G6405 (코멧레이크S 리프레시) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1200,58,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,129,인텔 셀러론 G5905 (코멧레이크S) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1200,58,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),95,잘만 ALPHA II SE A36 (블랙),LGA1151,51,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1151,51,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1151,51,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1151,51,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1151,51,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,130,인텔 셀러론 G3930 (카비레이크) (벌크 + 쿨러),100,TCOMAS CUBE 360 ARGB (화이트),LGA1151,51,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),95,잘만 ALPHA II SE A36 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,yes
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,yes
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,yes
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,yes
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1200,58,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,yes
cpu_cooler,131,인텔 펜티엄 골드 G6400 (코멧레이크S) (벌크 + 쿨러),100,TCOMAS CUBE 360 ARGB (화이트),LGA1200,58,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,133,인텔 코어X-시리즈 i9-9940X (스카이레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,165,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,134,인텔 코어X-시리즈 i7-9800X (스카이레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,165,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,135,인텔 코어X-시리즈 i9-10980XE Extreme Edition (캐스케이드레이크) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,165,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,136,인텔 코어X-시리즈 i9-10920X (캐스케이드레이크) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,165,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,165,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,137,인텔 코어X-시리즈 i9-10900X (캐스케이드레이크) (벌크),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,165,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),95,잘만 ALPHA II SE A36 (블랙),LGA2066,140,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA2066,140,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA2066,140,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),98,MSI MAG 코어리퀴드 I360 (블랙),LGA2066,140,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA2066,140,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,138,인텔 코어X-시리즈 i9-7920X (스카이레이크) (해외구매),100,TCOMAS CUBE 360 ARGB (화이트),LGA2066,140,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),95,잘만 ALPHA II SE A36 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),97,darkFlash WAVE DV360S MAX ARGB 디스플레이 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,320,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),98,MSI MAG 코어리퀴드 I360 (블랙),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,280,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),99,darkFlash NEBULA DN-360D ARGB (화이트),LGA1151,73,AM4|AM5|LGA115X|LGA1200|LGA1700,310,LIQUID,no
cpu_cooler,139,인텔 제온 E3-1225V6 (카비레이크) (정품),100,TCOMAS CUBE 360 ARGB (화이트),LGA1151,73,AM4|AM5|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),95,잘만 ALPHA II SE A36 (블랙),LGA4677,360,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,350,LIQUID,no
cpu_cooler,140,인텔 제온 w7-3465X (사파이어 래피드) (벌크),96,DEEPCOOL LT360 VISION ARGB (블랙),LGA4677,360,AM4|AM5|LGA115X|LGA1200|LGA1700|LGA1851,300,LIQUID,no
